label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v
L,0.292766005,0.297776312,0.110993855,0.999548852,0.287504405,0.382296473,0.531246066,0.996837497,0.210507795,0.348392606,-0.312024385,0.999923825,0.412696481,0.33943674,-0.512871444,0.994448423,0.447296292,0.381411314,0.682816565,0.176715329,0.627739191,0.310500801,-0.517335951,0.985518694,0.622045934,0.35281083,0.576214314,0.368448436,0.414417535,0.55767709,0.236998007,0.990313113,0.363464564,0.555090189,-0.237050816,0.996510983
L,0.292835146,0.298296958,0.109759718,0.99954468,0.287865996,0.382934242,0.527456164,0.996718526,0.20979178,0.349384218,-0.318553299,0.999922872,0.412227571,0.339195043,-0.528773546,0.994648516,0.4475137,0.380468011,0.668322504,0.17985338,0.626331687,0.308303088,-0.546223342,0.986036003,0.62208277,0.350178033,0.553145409,0.374587715,0.419109344,0.557627141,0.236515924,0.99001205,0.365882158,0.555434227,-0.236560747,0.996329963
L,0.29309094,0.299909025,0.108920202,0.999534249,0.288318992,0.383181334,0.523951769,0.996642113,0.209951311,0.350821227,-0.314334512,0.999920726,0.412162989,0.339120507,-0.519206107,0.994762778,0.447096646,0.377921671,0.651032746,0.183722317,0.625426054,0.307293087,-0.528489232,0.986447752,0.622117221,0.349677116,0.522231221,0.383538544,0.419543833,0.556255341,0.236125559,0.989674568,0.367080629,0.55524224,-0.236180708,0.996092021
L,0.293758273,0.302242011,0.106981404,0.99952817,0.288607806,0.385652333,0.522340238,0.996659994,0.210062906,0.351300567,-0.310518831,0.999918222,0.414194137,0.337694764,-0.505800903,0.994882584,0.446557373,0.379714131,0.638284206,0.188351318,0.626120329,0.30772993,-0.523272455,0.986912429,0.621133685,0.351729304,0.515872896,0.395786792,0.421404809,0.556430757,0.235874861,0.989763856,0.368328601,0.555327654,-0.235926241,0.995964706
L,0.291888028,0.302627593,0.120133154,0.999524772,0.288767844,0.386483699,0.521487892,0.99669832,0.209596932,0.350923032,-0.287721187,0.999915421,0.415889412,0.336815983,-0.451517165,0.994956851,0.446329504,0.381159067,0.639204085,0.189982831,0.627025366,0.3048262,-0.447076648,0.987235606,0.620713711,0.353139669,0.519551158,0.399205744,0.420777142,0.555382729,0.231975928,0.98997438,0.367974699,0.552632213,-0.232041001,0.995860755
L,0.292891264,0.302222043,0.11900872,0.999511421,0.288934052,0.386008263,0.52043581,0.996716678,0.209449217,0.350829929,-0.288092881,0.999910653,0.416110247,0.336063534,-0.447111249,0.994908154,0.445995599,0.382539362,0.636859238,0.190470621,0.626774311,0.309504122,-0.434997916,0.987351418,0.620516062,0.35518536,0.518774331,0.40294373,0.419671088,0.554877102,0.23018159,0.990220547,0.367656916,0.552168429,-0.230275035,0.995812356
L,0.293886155,0.30205664,0.129838154,0.999497116,0.285384804,0.385641932,0.530805945,0.996765375,0.210183531,0.350147128,-0.27889514,0.999908388,0.41636005,0.33687225,-0.434450328,0.994888425,0.442233652,0.384460837,0.637028396,0.187752709,0.628114402,0.313408881,-0.420018375,0.987506509,0.619951248,0.35809508,0.519007981,0.402116179,0.419565201,0.554937661,0.230228886,0.990445197,0.36756137,0.552130103,-0.230324551,0.995754659
L,0.294658393,0.30187577,0.137777701,0.999501228,0.285505921,0.385849476,0.538505018,0.996890724,0.210528865,0.349643797,-0.262743086,0.999907494,0.420111299,0.33717826,-0.410194814,0.994844198,0.442397267,0.384618551,0.637855947,0.189109743,0.631787062,0.315891773,-0.397118986,0.987572789,0.620692909,0.358875901,0.520231664,0.405346394,0.418274283,0.555320919,0.228067085,0.990827024,0.366836905,0.551737189,-0.228165492,0.995744526
L,0.295140594,0.301571101,0.175719202,0.999518394,0.288411528,0.386076808,0.580322146,0.99707371,0.210878015,0.348417163,-0.20530434,0.999909878,0.419992685,0.337838918,-0.350265115,0.994897246,0.444004595,0.386700064,0.678616762,0.196341455,0.63417387,0.31852296,-0.339483589,0.987748563,0.622996926,0.366784692,0.567188501,0.418854594,0.417247444,0.555226743,0.220927969,0.991371751,0.361602724,0.549186051,-0.221028671,0.995875835
L,0.296430647,0.301441908,0.201717034,0.999529541,0.288502872,0.386975855,0.594315648,0.997244358,0.212163374,0.346644431,-0.186806664,0.999912679,0.420729309,0.341148376,-0.331855804,0.994953156,0.443994254,0.398349017,0.693947136,0.203447178,0.639875889,0.325051844,-0.324195236,0.987983167,0.623335779,0.384935498,0.585749328,0.431906223,0.413939238,0.555223763,0.216781482,0.991903245,0.35825783,0.545866549,-0.216879159,0.996027112
L,0.301438868,0.301268488,0.20076625,0.999523699,0.289831579,0.386562437,0.560539246,0.997363329,0.215743765,0.346453339,-0.189441144,0.999913156,0.422186345,0.34402132,-0.368481427,0.995070875,0.444415122,0.398841172,0.655186176,0.20863454,0.642555356,0.339653939,-0.361109883,0.988359869,0.62588495,0.401338488,0.540661097,0.438745379,0.413891107,0.554993093,0.215009078,0.992204785,0.357196838,0.546144068,-0.215123445,0.99608618
L,0.306871295,0.299919367,0.179874241,0.999536216,0.289867222,0.383890033,0.556985736,0.997528672,0.219978303,0.344671458,-0.216175735,0.99991709,0.42205143,0.35348013,-0.377910107,0.99526763,0.44411394,0.40683493,0.660845876,0.216337189,0.643091202,0.358867675,-0.371576577,0.988881469,0.626536846,0.41461578,0.54090029,0.452760786,0.413772076,0.55229944,0.214771152,0.992656469,0.355286747,0.546323478,-0.21486932,0.996278107
L,0.31554389,0.292079717,0.116997428,0.99957186,0.292432517,0.379846215,0.510587573,0.997812212,0.231787756,0.337014556,-0.253242373,0.999924839,0.422809392,0.366932034,-0.388778925,0.995574474,0.441257328,0.417735249,0.621204019,0.229360357,0.641913354,0.38366434,-0.37420857,0.989665747,0.626264513,0.43014729,0.506778419,0.476892382,0.412924021,0.549043596,0.212244511,0.993537903,0.349986106,0.546815157,-0.212358966,0.99671787
L,0.327468276,0.289331853,0.083334588,0.999546587,0.290676564,0.373623371,0.494183749,0.997860134,0.2406708,0.333457977,-0.333561927,0.999924839,0.423517406,0.372500628,-0.454707086,0.995500505,0.433639884,0.419396609,0.5949108,0.225964487,0.640841246,0.401474744,-0.413973421,0.989618063,0.621659398,0.440165013,0.484355241,0.473344415,0.406541973,0.548479617,0.225722522,0.993780077,0.349465877,0.547413707,-0.22596854,0.996842504
L,0.339412451,0.287173748,0.092300974,0.999542475,0.289101005,0.367099792,0.496859699,0.997944176,0.250016063,0.330500036,-0.321266025,0.999925554,0.425095439,0.376122385,-0.443203896,0.995273054,0.43022874,0.427887648,0.583591044,0.22399503,0.63775146,0.419100493,-0.392293245,0.989076197,0.616498172,0.456979632,0.470835358,0.469894916,0.401567817,0.54776305,0.229137078,0.994102001,0.349470317,0.547499835,-0.229435414,0.997002661
L,0.354032785,0.284500659,0.085675903,0.999548972,0.290016145,0.363719136,0.488827825,0.998001993,0.256048977,0.329645544,-0.32248801,0.999927044,0.424488634,0.382286996,-0.445020407,0.994830728,0.430715621,0.436400205,0.561963797,0.218253389,0.628466547,0.434013367,-0.397839546,0.98771745,0.611854851,0.470352858,0.435776502,0.457116663,0.397974253,0.545863628,0.229595393,0.99440062,0.34702149,0.546893537,-0.22986947,0.997164965
L,0.366020709,0.283058673,0.076092005,0.999565303,0.291882634,0.358420938,0.494675279,0.998121202,0.260335028,0.329441875,-0.347522676,0.999928951,0.42441088,0.391611606,-0.480319232,0.994319499,0.42982012,0.43649742,0.57738781,0.222630486,0.61339134,0.455305815,-0.456326038,0.986590564,0.607582867,0.473835826,0.436455846,0.464763314,0.397285849,0.545403481,0.246751413,0.994726479,0.345154315,0.546958387,-0.247059166,0.997333825
L,0.375777483,0.281312972,0.08201386,0.999579787,0.296793878,0.354956537,0.512784123,0.998222768,0.266806811,0.32916975,-0.346418798,0.999930561,0.423734635,0.397179514,-0.472852528,0.993734241,0.43010211,0.440254956,0.585701048,0.222830698,0.592574298,0.472459584,-0.450761527,0.985447764,0.594533801,0.483352512,0.446742982,0.461763769,0.394462317,0.544414461,0.25819543,0.995011091,0.343256146,0.546242297,-0.258547962,0.997467756
L,0.385593265,0.280192286,0.057222445,0.999572992,0.296700686,0.352465361,0.505626142,0.998251557,0.279939204,0.328538358,-0.376024455,0.999931097,0.42374596,0.407212585,-0.483989328,0.993150949,0.417340785,0.442557663,0.571766317,0.215290502,0.584485233,0.485359877,-0.444988459,0.984058201,0.578351736,0.493610114,0.437228262,0.440574557,0.386741221,0.544543087,0.268341422,0.9951244,0.343004912,0.546290576,-0.268749237,0.99751538
L,0.394505858,0.277586311,0.053943567,0.999563634,0.307820708,0.349258423,0.506019294,0.998241425,0.289024323,0.328231692,-0.381824076,0.999930918,0.421807706,0.4140158,-0.489887089,0.992527544,0.409972161,0.448391885,0.56682688,0.205455184,0.567975283,0.497401923,-0.44693312,0.982529759,0.561056435,0.505872726,0.419382036,0.416398436,0.387371868,0.544590771,0.27377978,0.99518311,0.343199283,0.546328962,-0.274203449,0.997537673
L,0.402491033,0.274230987,0.059486508,0.999573767,0.334143251,0.347525507,0.520868778,0.998265266,0.291998178,0.327302456,-0.365581453,0.99993211,0.407602578,0.415955216,-0.487264425,0.991973698,0.41012612,0.447914362,0.584707975,0.20056282,0.536229789,0.507404208,-0.444087863,0.981589258,0.543755829,0.509652257,0.430552304,0.400236309,0.38795799,0.543731272,0.268128127,0.995203018,0.342894167,0.544141054,-0.268488318,0.997576892
L,0.411016911,0.272989601,0.064128056,0.999565661,0.342848927,0.345209569,0.520648062,0.998158991,0.300490737,0.324857742,-0.363816977,0.999934316,0.39456448,0.415106207,-0.481923789,0.991668761,0.399239272,0.445657581,0.584856927,0.190030724,0.516723335,0.511229396,-0.435964346,0.980816483,0.517286301,0.511738598,0.431600392,0.372754544,0.387571454,0.54376936,0.265013158,0.994965076,0.34161365,0.543412447,-0.265368789,0.997587979
L,0.421634793,0.271198601,0.065221772,0.999577045,0.35993582,0.346392125,0.508924246,0.998075187,0.30083248,0.324453861,-0.33635211,0.999937892,0.380194485,0.418117315,-0.423099846,0.991310775,0.399746507,0.444063783,0.585080087,0.17895633,0.498420566,0.517033398,-0.394582868,0.980225027,0.500186265,0.511622548,0.463197976,0.346949071,0.387310207,0.544466913,0.244660243,0.994802535,0.332601428,0.54434365,-0.244667336,0.997678638
L,0.447479934,0.270961732,0.066555612,0.999526262,0.351800412,0.344180316,0.487828046,0.997476518,0.314443797,0.324239433,-0.320202768,0.999942839,0.365842104,0.42795524,-0.406400055,0.989656091,0.3690584,0.447430491,0.567881525,0.154641971,0.447443962,0.53354311,-0.383528471,0.977304935,0.42686367,0.513986051,0.480300456,0.29207629,0.36906451,0.551058948,0.226215944,0.9931885,0.331269234,0.546194375,-0.226128593,0.997502089
L,0.458813071,0.271439642,0.049834412,0.999513328,0.357849479,0.344303846,0.480601668,0.997323573,0.321350366,0.323203415,-0.339191377,0.999945402,0.351987094,0.429727674,-0.435841948,0.989356637,0.36301282,0.447150975,0.540131748,0.143835068,0.428293765,0.536735177,-0.420505375,0.975827038,0.41347459,0.531132638,0.433718085,0.267930448,0.36865297,0.552412271,0.231653571,0.992930889,0.331573337,0.546742857,-0.231469125,0.997520447
L,0.468697518,0.271798819,0.04400656,0.999445558,0.354588181,0.341892958,0.482032835,0.99705106,0.333763957,0.322583735,-0.35712254,0.99994725,0.346714169,0.433067083,-0.46696803,0.988780618,0.357640594,0.447093964,0.527141094,0.133464843,0.416821897,0.546232343,-0.457984954,0.974114418,0.393342227,0.537717164,0.429351866,0.245481327,0.354636341,0.555596173,0.243293285,0.9923985,0.332978636,0.547758162,-0.243102655,0.997465014
L,0.477667451,0.272059888,-0.001409596,0.999000251,0.351294786,0.336327046,0.459638923,0.996853113,0.348571569,0.321388334,-0.434908062,0.999948144,0.332358509,0.433250427,-0.541140378,0.988439441,0.331251651,0.446876019,0.4980416,0.122749127,0.398202509,0.551371276,-0.479886323,0.97217536,0.364997089,0.543477952,0.37142694,0.224805355,0.340753019,0.558938682,0.270023286,0.992165506,0.341731817,0.552194238,-0.269985974,0.997385263
L,0.486671776,0.272071809,-0.017427688,0.998779058,0.359593391,0.3357054,0.453888088,0.99667424,0.359605163,0.320622623,-0.44618538,0.999949753,0.319280475,0.431500763,-0.554784477,0.988491178,0.33485952,0.444931597,0.50241071,0.113676868,0.372018218,0.54567951,-0.500993788,0.971574605,0.36541751,0.54400897,0.364151001,0.206508905,0.346837252,0.560485303,0.278018892,0.992327511,0.347615004,0.554001272,-0.278073847,0.997473121
L,0.496098071,0.272201657,-0.024917172,0.998606682,0.359440476,0.334882826,0.440363318,0.996521056,0.366234452,0.31971243,-0.445620686,0.999951839,0.31701684,0.430901498,-0.561751366,0.988369226,0.332878828,0.444535285,0.481234938,0.105762005,0.353326559,0.548844814,-0.544791341,0.971278429,0.354995936,0.54450804,0.347714156,0.190957353,0.343079925,0.561732709,0.278934807,0.992371023,0.347442567,0.554822624,-0.27899012,0.997546792
L,0.458660245,0.274077684,0.034246925,0.999816239,0.392756671,0.347733885,0.495929718,0.997921228,0.329228371,0.322530746,-0.31608966,0.999988377,0.383761853,0.430604696,-0.410030574,0.992042124,0.404396236,0.450261801,0.608652949,0.090636387,0.477132618,0.539197624,-0.410166502,0.97741425,0.482002586,0.532750189,0.470668346,0.108047388,0.383609086,0.553821623,0.238189116,0.994582236,0.334838986,0.547263801,-0.238300249,0.999014139
L,0.39744696,0.269115239,0.034035366,0.999837518,0.336431563,0.355110735,0.447719932,0.997962356,0.292796314,0.328885108,-0.291192442,0.999978781,0.424500316,0.406642318,-0.399213016,0.992149293,0.422059238,0.452323705,0.573776782,0.100347891,0.587388635,0.479636401,-0.380596191,0.974208176,0.57638073,0.503903925,0.431111097,0.133215383,0.389844,0.553098261,0.210022539,0.994242191,0.344885975,0.547366321,-0.21021077,0.998865426
L,0.340353906,0.276688606,0.022547232,0.999823272,0.324403256,0.368887573,0.454854846,0.998057365,0.25061667,0.339006335,-0.285475552,0.99995625,0.438097537,0.375156283,-0.435294867,0.993395209,0.471753925,0.414286584,0.633706331,0.179452196,0.664936781,0.380982757,-0.452055663,0.978210151,0.647944331,0.415009648,0.518442094,0.307203799,0.415137887,0.551923215,0.198356748,0.992591679,0.364097595,0.548226774,-0.198422015,0.99817884
L,0.318829864,0.293005586,0.069638096,0.99957794,0.311405122,0.378264904,0.497214347,0.996682167,0.238490194,0.346219093,-0.328599662,0.999915659,0.434113234,0.351716042,-0.495692253,0.993937731,0.467211455,0.396104664,0.659245968,0.181099668,0.654594481,0.335012466,-0.499767452,0.979617238,0.641380847,0.375294775,0.549342632,0.324770361,0.427227467,0.553033888,0.219518214,0.988919973,0.375139028,0.551760197,-0.219521344,0.996672451
L,0.309608728,0.299021035,0.087229952,0.999567688,0.313817352,0.382913619,0.527256846,0.996635973,0.227410346,0.353794724,-0.296556592,0.999907792,0.430433989,0.339871407,-0.513226807,0.994922876,0.476878524,0.383723527,0.659265041,0.203805417,0.643540442,0.30530569,-0.523600101,0.982889235,0.643616915,0.353727371,0.529404521,0.373623729,0.44497332,0.55395627,0.22843872,0.989020288,0.387505919,0.553230584,-0.228363484,0.996178627
L,0.308507591,0.302209407,0.072357737,0.999621928,0.31913361,0.385234833,0.470027655,0.996994436,0.228669852,0.355053812,-0.303988218,0.999904275,0.436238438,0.335358113,-0.489865482,0.995703578,0.4773812,0.379686832,0.591582,0.242784813,0.647491038,0.307404906,-0.490698427,0.986076474,0.644356251,0.353153378,0.499531478,0.434377342,0.451962501,0.557586312,0.217889592,0.990206838,0.391046941,0.556951165,-0.217922032,0.995890915
L,0.319778711,0.299258351,0.06306722,0.999553084,0.3172234,0.383611113,0.455889702,0.997096419,0.234483719,0.350527197,-0.328597814,0.999901652,0.443463087,0.341684937,-0.472246379,0.995831192,0.477560014,0.389198184,0.559397578,0.239084855,0.662586749,0.33403942,-0.44391036,0.987774849,0.64893043,0.383477718,0.45356974,0.45894292,0.449410796,0.559739411,0.2182464,0.990484357,0.389224023,0.561276734,-0.218315437,0.995644271
L,0.352976024,0.287757128,0.110620387,0.999534965,0.302250266,0.369881243,0.506578386,0.997600138,0.254216671,0.33742094,-0.311874926,0.999915898,0.444879204,0.366556615,-0.437395096,0.995975494,0.464268357,0.406375438,0.615149736,0.227452666,0.662516654,0.384703726,-0.409127176,0.989255786,0.643496931,0.420121312,0.527590275,0.475917399,0.434453338,0.546658933,0.228617892,0.991717577,0.38370347,0.55453974,-0.228727505,0.996101916
L,0.39781481,0.279261559,0.050534565,0.999523103,0.311712831,0.354716867,0.486490607,0.998114526,0.283358097,0.327278525,-0.374990225,0.999925375,0.436219633,0.394291908,-0.493505538,0.994087815,0.456768453,0.438816398,0.544330299,0.22339043,0.622313082,0.466134161,-0.447176397,0.984621644,0.620664835,0.480214,0.430084437,0.453594923,0.403499961,0.545180023,0.254619151,0.993860722,0.355692029,0.549230993,-0.254959524,0.996934116
L,0.439960897,0.267312229,0.061040141,0.9995538,0.362686932,0.346365958,0.513713598,0.998091042,0.315737695,0.324140459,-0.377964169,0.999934793,0.409518033,0.417133331,-0.459128976,0.991233706,0.418853551,0.449600428,0.587875426,0.189028427,0.530107379,0.516705215,-0.407355249,0.977380335,0.529148459,0.514963984,0.454185843,0.356856644,0.391432077,0.545683563,0.255618483,0.994458675,0.340666145,0.545576394,-0.255766422,0.99745661
L,0.487872124,0.268805236,0.045967482,0.999517739,0.372364163,0.342401832,0.49152717,0.997275829,0.356553763,0.322773397,-0.362208903,0.999949455,0.364908576,0.430877209,-0.46551609,0.988977253,0.363895625,0.448796958,0.542883813,0.132476911,0.42675364,0.538572609,-0.445830315,0.972257972,0.403264433,0.533833921,0.426392734,0.231413916,0.361581028,0.55327791,0.254641205,0.993072093,0.33438468,0.546976626,-0.254517227,0.997658849
L,0.514613807,0.272294372,-0.018114984,0.999344826,0.395279199,0.340013713,0.430187911,0.996858299,0.376697809,0.322920591,-0.405619651,0.999961913,0.336663604,0.435316205,-0.493915826,0.988919079,0.368579417,0.445668459,0.479752928,0.096091226,0.354936838,0.551693201,-0.464812815,0.970695615,0.388254493,0.542868495,0.351786941,0.157317847,0.351903141,0.55940479,0.261849731,0.992742956,0.33333984,0.553048432,-0.261684537,0.997919917
L,0.451964229,0.265936464,0.081332378,0.999664366,0.383540928,0.33684209,0.533233345,0.997680902,0.339218706,0.318148047,-0.297769994,0.999986827,0.380400836,0.426453441,-0.404248416,0.992925525,0.38935563,0.442198128,0.643281639,0.074509017,0.468699843,0.536969304,-0.398644686,0.981202126,0.46843645,0.531718194,0.513778448,0.101787515,0.372971147,0.55076164,0.243895888,0.99465704,0.332987368,0.542980671,-0.244012564,0.998850882
L,0.387993753,0.262539417,0.04407062,0.999756694,0.325933665,0.352819711,0.446092606,0.997950435,0.282888353,0.326174587,-0.294151276,0.999978781,0.426534474,0.403686911,-0.401583165,0.992921591,0.413819045,0.450819701,0.565351665,0.091107175,0.594199598,0.471024156,-0.386427075,0.977146745,0.57308197,0.494828552,0.436589777,0.137012452,0.381723285,0.550235093,0.210177287,0.994427502,0.337423682,0.543800771,-0.210360885,0.998807132
L,0.352908969,0.268013805,0.03506146,0.999783933,0.321338773,0.363726854,0.450584978,0.997968197,0.257925242,0.336767048,-0.292437822,0.999963582,0.439732134,0.382416368,-0.421641678,0.993789315,0.472662479,0.418367416,0.627016783,0.159807101,0.663627625,0.392504424,-0.437418103,0.980172634,0.649936557,0.422810107,0.498995662,0.258961648,0.394126505,0.548529923,0.192674994,0.992943347,0.342779219,0.544421911,-0.192717955,0.998367429
L,0.309785992,0.294703186,0.098898396,0.999626815,0.310904294,0.381162405,0.523817599,0.996906996,0.230038241,0.350267172,-0.308432996,0.999916136,0.425829619,0.339595884,-0.544457734,0.995366156,0.470213562,0.383468419,0.670363367,0.240479738,0.639732063,0.306568831,-0.551175833,0.986497283,0.638800144,0.351865023,0.545461595,0.432684571,0.427281171,0.552912533,0.233350724,0.989889026,0.375742555,0.549277961,-0.23336266,0.996637642
L,0.309727639,0.296217144,0.095731981,0.999619007,0.311046034,0.381033778,0.522074997,0.99687165,0.227947637,0.350262046,-0.308878541,0.999915183,0.425508291,0.33950904,-0.534156263,0.995462358,0.46992746,0.383024693,0.663747013,0.240846038,0.638055384,0.310234487,-0.547290504,0.986798167,0.637993336,0.352488965,0.525009751,0.439967662,0.430388719,0.55293411,0.235379204,0.989692807,0.377048552,0.549461484,-0.235374361,0.996496499
L,0.310252219,0.296233684,0.095464818,0.999607682,0.311279833,0.380949289,0.516110599,0.996870279,0.22877416,0.35015583,-0.309977263,0.999913156,0.427387923,0.339230061,-0.528073728,0.995533884,0.470841676,0.381618738,0.623960793,0.244896188,0.640770257,0.306903601,-0.541740179,0.987148762,0.638297319,0.351076096,0.484086007,0.449236691,0.43222931,0.552934468,0.235162571,0.989706039,0.377672613,0.549804151,-0.235177144,0.996404052
L,0.311222434,0.296699822,0.119003572,0.999619722,0.312520474,0.382119387,0.527665198,0.997004032,0.229296461,0.349977046,-0.27300939,0.999913871,0.432430387,0.338624001,-0.462076515,0.995647609,0.471840978,0.382212311,0.629364252,0.252387047,0.643484354,0.310346425,-0.466764063,0.98766166,0.640498698,0.353234857,0.497308522,0.463744104,0.432064325,0.552920163,0.231260672,0.990043819,0.37745735,0.54902184,-0.231283188,0.996395648
L,0.311980456,0.297021836,0.115586281,0.999622524,0.312570006,0.382726312,0.526019633,0.997087359,0.229739785,0.349877357,-0.280246258,0.999913514,0.437944859,0.338978857,-0.458690792,0.995707452,0.471731335,0.382898837,0.631041944,0.253717035,0.648622453,0.313654572,-0.462404519,0.98803401,0.642965555,0.355845302,0.49838087,0.470710248,0.43173331,0.554332137,0.231050655,0.99027276,0.378961742,0.549094558,-0.231068581,0.996329904
L,0.312334239,0.296940833,0.113278948,0.999613106,0.311893106,0.383098632,0.523846388,0.997121394,0.231390849,0.349637777,-0.284276068,0.99991107,0.44264999,0.339447498,-0.446939588,0.995603859,0.471684039,0.383153468,0.625050306,0.250668228,0.652795672,0.315330118,-0.444031149,0.987981677,0.643048346,0.356722862,0.499408573,0.464798927,0.431334615,0.554392815,0.229690641,0.99036324,0.379239291,0.548838437,-0.229713023,0.996159196
